YEAR,MONTH,DATE,SITE,TRANSECT,QUAD,SIDE,FRONDS,HLD_DIAM,OBS_CODE,NOTES
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,20,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-26,BULL,6,40,,2,-99999,6,Estimate from kelp subadult dataset
2000,9,2000-09-28,BULL,7,20,,7,10,2,-99999
2000,9,2000-09-28,BULL,7,20,,10,9,2,-99999
2000,9,2000-09-28,BULL,7,40,,4,6,2,-99999
2000,9,2000-09-28,BULL,7,40,,4,7,2,-99999
2000,9,2000-09-28,BULL,7,40,,4,15,2,-99999
2000,9,2000-09-28,BULL,7,40,,5,7,2,-99999
2000,9,2000-09-28,BULL,7,40,,6,7,2,-99999
2000,9,2000-09-28,BULL,7,40,,6,10,2,-99999
2000,9,2000-09-28,BULL,7,40,,10,10,2,-99999
2000,9,2000-09-28,BULL,7,40,,11,6,2,-99999
2000,9,2000-09-28,BULL,7,40,,14,6,2,-99999
2000,9,2000-09-28,BULL,7,40,,4,6,2,-99999
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,20,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,40,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,40,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,40,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,40,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,40,,2,-99999,2,Estimate from kelp subadult dataset
2000,10,2000-10-20,BULL,8,40,,2,-99999,2,Estimate from kelp subadult dataset
2000,9,2000-09-08,CARP,1,20,,4,10,2,-99999
2000,9,2000-09-08,CARP,1,20,,4,15,3,-99999
2000,9,2000-09-08,CARP,1,20,,5,10,2,-99999
2000,9,2000-09-08,CARP,1,20,,6,10,2,-99999
2000,9,2000-09-08,CARP,1,20,,6,15,3,-99999
2000,9,2000-09-08,CARP,1,20,,7,10,2,-99999
2000,9,2000-09-08,CARP,1,20,,7,20,2,-99999
2000,9,2000-09-08,CARP,1,20,,8,10,2,-99999
2000,9,2000-09-08,CARP,1,20,,9,15,2,-99999
2000,9,2000-09-08,CARP,1,20,,9,20,2,-99999
2000,9,2000-09-08,CARP,1,20,,9,25,3,-99999
2000,9,2000-09-08,CARP,1,20,,12,15,2,-99999
2000,9,2000-09-08,CARP,1,20,,15,15,2,-99999
2000,9,2000-09-08,CARP,1,20,,18,20,2,-99999
2000,9,2000-09-08,CARP,1,20,,19,20,3,-99999
2000,9,2000-09-08,CARP,1,20,,25,15,2,-99999
2000,9,2000-09-08,CARP,1,20,,6,10,2,-99999
2000,9,2000-09-08,CARP,1,20,,6,15,2,-99999
2000,9,2000-09-08,CARP,1,20,,6,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,4,10,2,-99999
2000,9,2000-09-08,CARP,1,40,,5,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,6,10,2,-99999
2000,9,2000-09-08,CARP,1,40,,6,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,6,17,2,-99999
2000,9,2000-09-08,CARP,1,40,,7,10,2,-99999
2000,9,2000-09-08,CARP,1,40,,7,20,2,-99999
2000,9,2000-09-08,CARP,1,40,,8,8,2,-99999
2000,9,2000-09-08,CARP,1,40,,8,10,2,-99999
2000,9,2000-09-08,CARP,1,40,,10,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,11,20,2,-99999
2000,9,2000-09-08,CARP,1,40,,12,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,14,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,14,20,2,-99999
2000,9,2000-09-08,CARP,1,40,,16,25,2,-99999
2000,9,2000-09-08,CARP,1,40,,19,17,2,-99999
2000,9,2000-09-08,CARP,1,40,,23,30,2,-99999
2000,9,2000-09-08,CARP,1,40,,27,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,5,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,5,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,6,10,2,-99999
2000,9,2000-09-08,CARP,1,40,,10,15,2,-99999
2000,9,2000-09-08,CARP,1,40,,11,20,2,-99999
2000,9,2000-09-08,CARP,2,20,,22,40,2,-99999
2000,9,2000-09-08,CARP,2,40,,4,15,2,-99999
2000,9,2000-09-08,CARP,2,40,,8,22,2,-99999
2000,9,2000-09-08,CARP,3,20,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,3,40,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,4,20,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,4,40,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,5,20,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,5,40,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,6,20,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,6,40,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,7,20,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,7,40,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,8,20,,0,0,2,NO KELP
2000,9,2000-09-08,CARP,8,40,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,1,20,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,1,40,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,2,20,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,2,40,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,3,20,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,3,40,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,4,20,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,4,40,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,5,20,,0,0,6,NO KELP
2000,9,2000-09-18,NAPL,5,40,,0,0,6,NO KELP
2000,9,2000-09-22,NAPL,6,20,,4,11,2,-99999
2000,9,2000-09-22,NAPL,6,20,,4,12,2,-99999
2000,9,2000-09-22,NAPL,6,20,,6,12,2,-99999
2000,9,2000-09-22,NAPL,6,20,,7,13,2,-99999
2000,9,2000-09-22,NAPL,6,20,,15,18,2,-99999
2000,9,2000-09-18,NAPL,6,40,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,7,20,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,7,40,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,8,20,,0,0,2,NO KELP
2000,9,2000-09-18,NAPL,8,40,,0,0,2,NO KELP
2001,8,2001-08-22,ABUR,1,20,I,22,37,4,-99999
2001,8,2001-08-22,ABUR,1,20,I,41,53,4,-99999
2001,8,2001-08-22,ABUR,1,20,I,52,49,4,-99999
2001,8,2001-08-22,ABUR,1,20,I,57,67,4,-99999
2001,8,2001-08-22,ABUR,1,20,I,164,105,4,-99999
2001,8,2001-08-22,ABUR,1,20,I,247,155,4,-99999
2001,8,2001-08-07,ABUR,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-22,ABUR,1,20,O,14,29,4,-99999
2001,8,2001-08-22,ABUR,1,20,O,29,43,4,-99999
2001,8,2001-08-22,ABUR,1,20,O,37,39,4,-99999
2001,8,2001-08-22,ABUR,1,20,O,40,40,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,14,35,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,17,20,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,22,25,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,28,36,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,28,45,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,30,54,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,31,87,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,47,27,4,-99999
2001,8,2001-08-22,ABUR,1,40,I,87,61,4,-99999
2001,8,2001-08-22,ABUR,1,40,O,27,56,4,-99999
2001,8,2001-08-22,ABUR,1,40,O,30,46,4,-99999
2001,8,2001-08-22,ABUR,1,40,O,44,73,4,-99999
2001,8,2001-08-22,ABUR,2,20,I,0,0,4,NO KELP
2001,8,2001-08-22,ABUR,2,40,I,0,0,4,NO KELP
2001,8,2001-08-27,AHND,1,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-17,AHND,1,40,I,0,0,5,NO KELP
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-17,AHND,2,20,I,4,25,5,-99999
2001,8,2001-08-17,AHND,2,20,I,4,30,5,-99999
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,20,I,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-17,AHND,2,20,O,0,0,5,NO KELP
2001,8,2001-08-17,AHND,2,40,I,6,30,5,-99999
2001,8,2001-08-17,AHND,2,40,I,7,40,5,-99999
2001,8,2001-08-17,AHND,2,40,I,7,45,5,-99999
2001,8,2001-08-17,AHND,2,40,I,9,50,5,-99999
2001,8,2001-08-17,AHND,2,40,I,14,180,5,-99999
2001,8,2001-08-17,AHND,2,40,I,20,75,5,-99999
2001,8,2001-08-27,AHND,2,40,O,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-17,AHND,2,40,O,4,25,5,-99999
2001,8,2001-08-27,AHND,2,40,O,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,40,O,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-27,AHND,2,40,O,2,-99999,5,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,I,6,10,8,-99999
2001,8,2001-08-21,AQUE,1,20,I,8,10,8,-99999
2001,8,2001-08-21,AQUE,1,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,4,10,8,-99999
2001,8,2001-08-21,AQUE,1,20,O,5,10,8,-99999
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,20,O,4,10,8,-99999
2001,8,2001-08-21,AQUE,1,20,O,4,10,8,-99999
2001,8,2001-08-21,AQUE,1,20,O,6,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,4,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,6,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,7,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,8,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,I,4,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,4,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,I,8,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,O,5,10,8,-99999
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,1,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,4,8,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,4,10,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,5,8,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,5,9,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,5,10,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,5,11,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,6,7,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,6,12,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,6,15,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,7,10,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,9,11,4,-99999
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,2,40,O,4,10,4,-99999
2001,8,2001-08-21,AQUE,3,20,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,I,4,18,4,-99999
2001,8,2001-08-21,AQUE,3,20,I,5,22,4,-99999
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,40,I,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,3,40,O,4,21,4,-99999
2001,8,2001-08-21,AQUE,4,20,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,4,20,O,43,15,8,-99999
2001,8,2001-08-21,AQUE,4,20,O,44,15,8,-99999
2001,8,2001-08-21,AQUE,4,20,O,52,30,8,-99999
2001,8,2001-08-21,AQUE,4,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,4,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,4,40,O,2,-99999,4,Estimate from kelp subadult dataset
2001,8,2001-08-21,AQUE,5,20,I,0,0,4,NO KELP
2001,8,2001-08-21,AQUE,5,40,I,0,0,4,NO KELP
2001,8,2001-08-17,BULL,1,20,I,0,0,4,NO KELP
2001,8,2001-08-17,BULL,1,40,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-17,BULL,1,40,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-17,BULL,1,40,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-29,BULL,3,20,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-28,BULL,3,20,I,4,30,3,-99999
2001,8,2001-08-29,BULL,3,20,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-29,BULL,3,20,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-29,BULL,3,20,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-28,BULL,3,20,O,0,0,3,NO KELP
2001,8,2001-08-29,BULL,3,40,I,2,-99999,3,Estimate from kelp subadult dataset
2001,8,2001-08-28,BULL,3,40,O,4,16,3,-99999
2001,8,2001-08-28,BULL,3,40,O,4,33,3,-99999
2001,8,2001-08-29,BULL,3,40,O,2,-99999,3,Estimate from kelp subadult dataset
